,PatternID,Text,Cause,Effect,cause_question,effect_question,cause_recalls,effect_recalls,cause_f1,effect_f1
2605,44,"Nitrogen is one of the most common elements in living organisms. It is important for creating both proteins and nucleic acids, like DNA. The air that we breathe is mostly nitrogen gas (N2), but, unfortunately, animals and plants cannot use the nitrogen when it is a gas.",creating both proteins and nucleic acids,It is important,"what is nitrogen important for in living organisms ?
","why is nitrogen important for creating proteins and nucleic acids ?
",0.833333333,0.666666667,0.8,0.0
2606,44,"the mRNA is translated from the language of nucleic acids (nucleotides) to the language of proteins (amino acids). Sets of three bases, called codons, are read in the ribosome, the organelle responsible for making proteins. This summary of how genes are ex-",making proteins,"Sets of three bases, called codons, are read in the ribosome, the organelle responsible","what is the ribosome responsible for ?
","how does the ribosome make proteins ?
",0.5,0.166666667,1.0,0.8888888888888891
2607,44,"You can see this in Figure 10.6. Litmus isnt the only indicator for detecting acids. Red cabbage juice also works well, as you can see in this entertaining video:.",detecting acids,Litmus isnt the only indicator,"what is litmus the only indicator for ?
","is litmus the only indicator for detecting acids ?
",1.0,0.75,1.0,0.6
2608,44,These are charged particles that arrive on Earth from outer space. Background radiation is generally considered to be safe for living things. A source of radiation that may be more dangerous is radon.,living things,Background radiation is generally considered to be safe,"background radiation is generally considered to be safe for what ?
","is background radiation safe for living things ?
",1.0,1.0,1.0,0.8421052631578948
2609,44,The dam spans the Colorado River. This old-fashioned windmill captures wind energy that is used for pumping water out of a well. Windmills like this one have been used for centuries.,pumping water out of a well,This old-fashioned windmill captures wind energy that is used,"what is the old - fashioned windmill used for ?
","what does this windmill capture ?
",0.0,0.333333333,0.9090909090909092,0.5
2610,44, The organizers of the famous Maverick surf contest have voted that the conditions are right for hanging ten this weekend. The monster waves at Mavericks attract big wave surfers from around the world.,hanging ten this weekend,The organizers of the famous Maverick surf contest have voted that the conditions are right,"the organizers of the maverick surf contest voted that the conditions are right for what ?
","what have the organizers of the maverick surf contest decided ?
",0.0,0.833333333,1.0,0.38095238095238104
2611,44,"Microwaves have more energy than other radio waves. Thats why they are useful for heating food in microwave ovens. Microwaves have other important uses as well, including cell phone transmissions and radar, which is a device for determining the presence and location of an object by measuring the time for the echo of a radio wave to return from it and the direction from which it returns.",heating food in microwave ovens,Thats why they are useful,"what are microwaves useful for ?
","why do microwaves have more energy than other radio waves ?
",0.0,0.4,0.9090909090909092,0.5333333333333333
2612,44,"Thats why they are useful for heating food in microwave ovens. Microwaves have other important uses as well, including cell phone transmissions and radar, which is a device for determining the presence and location of an object by measuring the time for the echo of a radio wave to return from it and the direction from which it returns. These uses are described in Figure 21.10.",determining the presence and location of an object by measuring the time for the echo of a radio wave to return from it and the direction from which it returns,"Microwaves have other important uses as well, including cell phone transmissions and radar, which is a device","what is the purpose of radar ?
","why are microwaves useful for heating food ?
",0.041666667000000004,0.125,0.979591836734694,0.09756097560975607
2613,44,"This dark green pigment absorbs all but green wavelengths of visible light. It is responsible for capturing the light energy needed for photosynthesis. Pigments are also found in paints, inks, and dyes.",capturing the light energy needed for photosynthesis,It is responsible,"what is the dark green pigment responsible for ?
","how does this pigment capture the light energy needed for photosynthesis ?
",0.833333333,0.666666667,0.923076923076923,0.0
2614,44,Balance this chemical equation: N2+H2! NH3 Hints for balancing 1. Two N are needed in the products to match the two N (N2) in the reactants.,balancing 1,NH3 Hints,"what does the chemical equation n2 + h2 ?
","what is used to balance the chemical equation ?
",0.0,0.0,0.2,0.0
2615,44,Diamond is the hardest natural substance. It is used for cutting and grinding tools as well as for rings and other pieces of jewelry. Graphite Graphite is a form of carbon in which carbon atoms are arranged in layers.,cutting and grinding tools,It is used,"what is diamond used for ?
","why is diamond the hardest natural substance ?
",0.0,0.666666667,0.4210526315789474,0.10526315789473684
